Priority,Alert_Description,Start_ISO,Start_Epoch,Start_Hour,Start_DOW,Is_Weekend,Duration_Sec,Duration_Min,Priority_Norm,Priority_Level,Component_Type,Component_Name,Test,Raw_Type,Raw_Name,Raw_Test,Src_Type,Src_Name,Ner_Type,Ner_Name,Regex_Type,Regex_Name
Critical,Alert detected for Server availability of WebLogic Server,2025-08-01T08:43:00,1754037780,8,4,False,2481.0,41.35,Critical,3,UNK,WebLogic,UNK,UNK,WebLogic,UNK,none,ner,UNK,WebLogic,UNK,UNK
Minor,Many maintenance {system-update},2025-08-01T08:43:00,1754037780,8,4,False,608.0,10.133,Minor,1,resource,system-update,Many maintenance,resource,system-update,Many maintenance,regex,regex,host,system-update,resource,system-update
Minor,Many maintenance {Summary},2025-08-01T08:43:00,1754037780,8,4,False,612.0,10.2,Minor,1,resource,Summary,Many maintenance,resource,Summary,Many maintenance,regex,regex,UNK,Summary,resource,Summary
Critical,Many back-off restarting failed containers on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T08:42:00,1754037720,8,4,False,1285.0,21.417,Critical,3,host,Kubernetes,Many back-off restarting failed containers,host,Kubernetes,Many back-off restarting failed containers,regex,regex,kubernetes cluster,Kubernetes,host,Kubernetes
Minor,Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T08:42:00,1754037720,8,4,False,111.0,1.85,Minor,1,host,Oracle,Parse CPU to parse elapsed ratio is low,host,Oracle,Parse CPU to parse elapsed ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T08:42:00,1754037720,8,4,False,113.0,1.883,Minor,1,host,Oracle,Execute to Parse ratio is low,host,Oracle,Execute to Parse ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,High disk space usage on /var drive of BIREPO_DB_Node_1,2025-08-01T08:42:00,1754037720,8,4,False,1164.0,19.4,Minor,1,host,BIREPO_DB_Node_1,High disk space usage on /var,host,BIREPO_DB_Node_1,High disk space usage on /var,regex,regex,host,BIREPO_DB_Node_1,host,BIREPO_DB_Node_1
Critical,Many HTTP 5XX responses on load balancer app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6 of AWS Cloud flexcube-corebanking-prd,2025-08-01T08:42:00,1754037720,8,4,False,260.0,4.333,Critical,3,load balancer,app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6,Many HTTP 5XX responses,load balancer,app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6,Many HTTP 5XX responses,regex,regex,aws cloud,load,load balancer,app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6
Minor,Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:42:00,1754037720,8,4,False,20.0,0.333,Minor,1,host,Oracle,Query is taking high CPU time,host,Oracle,Query is taking high CPU time,regex,regex,oracle database,Oracle,host,Oracle
Minor,Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:42:00,1754037720,8,4,False,20.0,0.333,Minor,1,host,Oracle,Maximum query elapsed time is high,host,Oracle,Maximum query elapsed time is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Query is taking high CPU time on Oracle Database BIREPOPDB:1665:KBZBIREPOPDB,2025-08-01T08:42:00,1754037720,8,4,False,5760.0,96.0,Minor,1,host,Oracle,Query is taking high CPU time,host,Oracle,Query is taking high CPU time,regex,regex,oracle database,Oracle,host,Oracle
Critical,Process corresponding to Oracle Database ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY is not running {Ora_Reco},2025-08-01T08:40:00,1754037600,8,4,False,632.0,10.533,Critical,3,resource,Ora_Reco,Process corresponding to Oracle Database ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY is not running,resource,Ora_Reco,Process corresponding to Oracle Database ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY is not running,regex,regex,oracle database,Ora_Reco,resource,Ora_Reco
Minor,Write rate to datafile SFCUBSIDX_125.dbf is high on Oracle Database AWS_CBS_Reporting_DB:1665:KBZRPTDCPDB,2025-08-01T08:40:00,1754037600,8,4,False,1259.0,20.983,Minor,1,host,Oracle,Write rate to datafile SFCUBSIDX_125.dbf is high,host,Oracle,Write rate to datafile SFCUBSIDX_125.dbf is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:39:00,1754037540,8,4,False,185.0,3.083,Minor,1,host,Oracle,One or more long running queries have been detected,host,Oracle,One or more long running queries have been detected,regex,regex,oracle database,Oracle,host,Oracle
Minor,There have been many container termination failures for pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T08:39:00,1754037540,8,4,False,322.0,5.367,Minor,1,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty,regex,regex,kubernetes cluster,namespace,host,Kubernetes
Minor,There have been many container termination failures for pod aws-guardduty-agent-72896 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv,2025-08-01T08:39:00,1754037540,8,4,False,322.0,5.367,Minor,1,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-72896 of namespace amazon-guardduty,host,Kubernetes,There have been many container termination failures for pod aws-guardduty-agent-72896 of namespace amazon-guardduty,regex,regex,kubernetes cluster,namespace,host,Kubernetes
Minor,Many long running queries for DB03 on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660,2025-08-01T08:39:00,1754037540,8,4,False,271.0,4.517,Minor,1,host,Oracle,Many long running queries for DB03,host,Oracle,Many long running queries for DB03,regex,regex,UNK,Oracle,host,Oracle
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:39:00,1754037540,8,4,False,85.0,1.417,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Major,Many blocked processes for user kbz-figw on Microsoft SQL CBMNET_FIGW_DB_SERVER_DC:1433,2025-08-01T08:39:00,1754037540,8,4,False,613.0,10.217,Major,2,host,Microsoft,Many blocked processes for user kbz-figw,host,Microsoft,Many blocked processes for user kbz-figw,regex,regex,sql server,CBMNET_FIGW_DB_SERVER_DC:1433,host,Microsoft
Critical,CPU utilization is high for EC2 instance -:i-07d378eca4a2a1956 in region ap-southeast-1. This instance is hosted on AWS Cloud flexcube-corebanking-prd,2025-08-01T08:38:00,1754037480,8,4,False,264.0,4.4,Critical,3,aws cloud,flexcube-corebanking-prd,CPU utilization is high for EC2 instance -:i-07d378eca4a2a1956 in region ap-southeast-1. This instance is hosted,aws cloud,flexcube-corebanking-prd,CPU utilization is high for EC2 instance -:i-07d378eca4a2a1956 in region ap-southeast-1. This instance is hosted,regex,regex,aws cloud,AWS,aws cloud,flexcube-corebanking-prd
Major,High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB,2025-08-01T08:38:00,1754037480,8,4,False,593.0,9.883,Major,2,host,AWS_CBS_Reporting_DB,High CPU utilization when waiting for I/O,host,AWS_CBS_Reporting_DB,High CPU utilization when waiting for I/O,regex,regex,host,AWS_CBS_Reporting_DB,host,AWS_CBS_Reporting_DB
Minor,Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:37:00,1754037420,8,4,False,205.0,3.417,Minor,1,host,Oracle,Elapsed time of Oracle job is high,host,Oracle,Elapsed time of Oracle job is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many instances have been removed recently from AWS Cloud KBZT,2025-08-01T08:37:00,1754037420,8,4,False,312.0,5.2,Minor,1,aws cloud,KBZT,Many instances have been removed recently,aws cloud,KBZT,Many instances have been removed recently,regex,regex,aws cloud,AWS,aws cloud,KBZT
Minor,Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T08:37:00,1754037420,8,4,False,75.0,1.25,Minor,1,host,Oracle,Parse CPU to parse elapsed ratio is low,host,Oracle,Parse CPU to parse elapsed ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC,2025-08-01T08:37:00,1754037420,8,4,False,79.0,1.317,Minor,1,host,Oracle,Execute to Parse ratio is low,host,Oracle,Execute to Parse ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Minor,Many instances have been removed recently from AWS Cloud apiring-aws-prd,2025-08-01T08:36:00,1754037360,8,4,False,259.0,4.317,Minor,1,aws cloud,apiring-aws-prd,Many instances have been removed recently,aws cloud,apiring-aws-prd,Many instances have been removed recently,regex,regex,aws cloud,AWS,aws cloud,apiring-aws-prd
Minor,Average shared lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015,2025-08-01T08:36:00,1754037360,8,4,False,644.0,10.733,Minor,1,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average shared lock wait time is high,sap hana database,KBZ-PRD-DB-SYSDB:35015,Average shared lock wait time is high,regex,regex,UNK,SAP,sap hana database,KBZ-PRD-DB-SYSDB:35015
Minor,Many maintenance {system-update},2025-08-01T08:35:00,1754037300,8,4,False,262.0,4.367,Minor,1,resource,system-update,Many maintenance,resource,system-update,Many maintenance,regex,regex,host,system-update,resource,system-update
Minor,Many maintenance {Summary},2025-08-01T08:35:00,1754037300,8,4,False,264.0,4.4,Minor,1,resource,Summary,Many maintenance,resource,Summary,Many maintenance,regex,regex,UNK,Summary,resource,Summary
Minor,The AWS instance ap-southeast-1/cbs-reporting-prd-NewApp-02_ZA:i-09391bae68951b333 has been restarted. This instance is running on AWS Cloud cbs-reporting-prd,2025-08-01T08:35:00,1754037300,8,4,False,576.0,9.6,Minor,1,aws cloud,cbs-reporting-prd,The AWS instance ap-southeast-1/cbs-reporting-prd-NewApp-02_ZA:i-09391bae68951b333 has been restarted. This instance is running,aws cloud,cbs-reporting-prd,The AWS instance ap-southeast-1/cbs-reporting-prd-NewApp-02_ZA:i-09391bae68951b333 has been restarted. This instance is running,regex,regex,aws cloud,AWS,aws cloud,cbs-reporting-prd
Minor,Buffer cache hit ratio is low on Oracle Database eG_Backend_DB_DR:1521:egrepdr,2025-08-01T08:35:00,1754037300,8,4,False,1802.0,30.033,Minor,1,host,Oracle,Buffer cache hit ratio is low,host,Oracle,Buffer cache hit ratio is low,regex,regex,oracle database,Oracle,host,Oracle
Critical,Lagging checkpoint duration is high {EXTRACT/ELOTNG},2025-08-01T08:35:00,1754037300,8,4,False,1722.0,28.7,Critical,3,oracle goldengate extract,ELOTNG,Lagging checkpoint duration is high,oracle goldengate extract,ELOTNG,Lagging checkpoint duration is high,regex,regex,UNK,EXTRACT/ELOTNG,oracle goldengate extract,ELOTNG
Critical,Lagging checkpoint duration is high {EXTRACT/ELOTNB},2025-08-01T08:35:00,1754037300,8,4,False,1722.0,28.7,Critical,3,oracle goldengate extract,ELOTNB,Lagging checkpoint duration is high,oracle goldengate extract,ELOTNB,Lagging checkpoint duration is high,regex,regex,UNK,EXTRACT/ELOTNB,oracle goldengate extract,ELOTNB
Critical,Lagging checkpoint duration is high {EXTRACT/ELOTNA},2025-08-01T08:35:00,1754037300,8,4,False,1722.0,28.7,Critical,3,oracle goldengate extract,ELOTNA,Lagging checkpoint duration is high,oracle goldengate extract,ELOTNA,Lagging checkpoint duration is high,regex,regex,UNK,EXTRACT/ELOTNA,oracle goldengate extract,ELOTNA
Critical,Lagging checkpoint duration is high {EXTRACT/ELOTND},2025-08-01T08:35:00,1754037300,8,4,False,1722.0,28.7,Critical,3,oracle goldengate extract,ELOTND,Lagging checkpoint duration is high,oracle goldengate extract,ELOTND,Lagging checkpoint duration is high,regex,regex,UNK,EXTRACT/ELOTND,oracle goldengate extract,ELOTND
Critical,Lagging checkpoint duration is high {EXTRACT/ELOTNC},2025-08-01T08:35:00,1754037300,8,4,False,1722.0,28.7,Critical,3,oracle goldengate extract,ELOTNC,Lagging checkpoint duration is high,oracle goldengate extract,ELOTNC,Lagging checkpoint duration is high,regex,regex,UNK,EXTRACT/ELOTNC,oracle goldengate extract,ELOTNC
Critical,Lagging checkpoint duration is high {EXTRACT/ELOTNE},2025-08-01T08:35:00,1754037300,8,4,False,1722.0,28.7,Critical,3,oracle goldengate extract,ELOTNE,Lagging checkpoint duration is high,oracle goldengate extract,ELOTNE,Lagging checkpoint duration is high,regex,regex,UNK,EXTRACT/ELOTNE,oracle goldengate extract,ELOTNE
Critical,Lagging checkpoint duration is high {EXTRACT/ELOTNF},2025-08-01T08:35:00,1754037300,8,4,False,1722.0,28.7,Critical,3,oracle goldengate extract,ELOTNF,Lagging checkpoint duration is high,oracle goldengate extract,ELOTNF,Lagging checkpoint duration is high,regex,regex,UNK,EXTRACT/ELOTNF,oracle goldengate extract,ELOTNF
Critical,Oracle Database instance ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY is down,2025-08-01T08:35:00,1754037300,8,4,False,422.0,7.033,Critical,3,oracle database,UNK,UNK,oracle database,UNK,UNK,ner,none,oracle database,UNK,UNK,UNK
Critical,Lagging checkpoint duration is high {EXTRACT/ELOTNH},2025-08-01T08:35:00,1754037300,8,4,False,1726.0,28.767,Critical,3,oracle goldengate extract,ELOTNH,Lagging checkpoint duration is high,oracle goldengate extract,ELOTNH,Lagging checkpoint duration is high,regex,regex,UNK,EXTRACT/ELOTNH,oracle goldengate extract,ELOTNH
Minor,Write rate to datafile o1_mf_apidat_d_mpor1fpt_.dbf is high on Oracle Database on Cloud APIRDB:1580,2025-08-01T08:35:00,1754037300,8,4,False,1430.0,23.833,Minor,1,host,Oracle,Write rate to datafile o1_mf_apidat_d_mpor1fpt_.dbf is high,host,Oracle,Write rate to datafile o1_mf_apidat_d_mpor1fpt_.dbf is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Load failures rate is high {CBSCustomerServiceBalance_1528\Summary},2025-08-01T08:34:00,1754037240,8,4,False,297.0,4.95,Minor,1,resource,CBSCustomerServiceBalance_1528\Summary,Load failures rate is high,resource,CBSCustomerServiceBalance_1528\Summary,Load failures rate is high,regex,regex,host,CBSCustomerServiceBalance_1528\Summary,resource,CBSCustomerServiceBalance_1528\Summary
Minor,Load failures rate is high {CBSAccountingService_1568\Summary},2025-08-01T08:34:00,1754037240,8,4,False,302.0,5.033,Minor,1,resource,CBSAccountingService_1568\Summary,Load failures rate is high,resource,CBSAccountingService_1568\Summary,Load failures rate is high,regex,regex,host,CBSAccountingService_1568\Summary,resource,CBSAccountingService_1568\Summary
Minor,Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#6},2025-08-01T08:34:00,1754037240,8,4,False,302.0,5.033,Minor,1,resource,CBSCustomerServiceBalance_1528\w3wp#6,Load failures rate is high,resource,CBSCustomerServiceBalance_1528\w3wp#6,Load failures rate is high,regex,regex,host,CBSCustomerServiceBalance_1528\w3wp#6,resource,CBSCustomerServiceBalance_1528\w3wp#6
Minor,Load failures rate is high {CBSAccountingService_1568\w3wp#12},2025-08-01T08:34:00,1754037240,8,4,False,302.0,5.033,Minor,1,resource,CBSAccountingService_1568\w3wp#12,Load failures rate is high,resource,CBSAccountingService_1568\w3wp#12,Load failures rate is high,regex,regex,host,CBSAccountingService_1568\w3wp#12,resource,CBSAccountingService_1568\w3wp#12
Minor,Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#4},2025-08-01T08:34:00,1754037240,8,4,False,302.0,5.033,Minor,1,resource,CBSCustomerServiceBalance_1528\w3wp#4,Load failures rate is high,resource,CBSCustomerServiceBalance_1528\w3wp#4,Load failures rate is high,regex,regex,host,CBSCustomerServiceBalance_1528\w3wp#4,resource,CBSCustomerServiceBalance_1528\w3wp#4
Minor,Load failures rate is high {CBSAccountingService_1568\w3wp#19},2025-08-01T08:34:00,1754037240,8,4,False,302.0,5.033,Minor,1,resource,CBSAccountingService_1568\w3wp#19,Load failures rate is high,resource,CBSAccountingService_1568\w3wp#19,Load failures rate is high,regex,regex,host,CBSAccountingService_1568\w3wp#19,resource,CBSAccountingService_1568\w3wp#19
Minor,Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#5},2025-08-01T08:34:00,1754037240,8,4,False,302.0,5.033,Minor,1,resource,CBSCustomerServiceBalance_1528\w3wp#5,Load failures rate is high,resource,CBSCustomerServiceBalance_1528\w3wp#5,Load failures rate is high,regex,regex,host,CBSCustomerServiceBalance_1528\w3wp#5,resource,CBSCustomerServiceBalance_1528\w3wp#5
Minor,One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:34:00,1754037240,8,4,False,167.0,2.783,Minor,1,host,Oracle,One or more long running queries have been detected,host,Oracle,One or more long running queries have been detected,regex,regex,oracle database,Oracle,host,Oracle
Minor,Write rate to datafile SFCUBSIDX_120.dbf is high on Oracle Database AWS_CBS_Reporting_DB:1665:KBZRPTDCPDB,2025-08-01T08:34:00,1754037240,8,4,False,2518.0,41.967,Minor,1,host,Oracle,Write rate to datafile SFCUBSIDX_120.dbf is high,host,Oracle,Write rate to datafile SFCUBSIDX_120.dbf is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Write rate to datafile SFCUBSIDX_106.dbf is high on Oracle Database AWS_CBS_Reporting_DB:1665:KBZRPTDCPDB,2025-08-01T08:34:00,1754037240,8,4,False,3085.0,51.417,Minor,1,host,Oracle,Write rate to datafile SFCUBSIDX_106.dbf is high,host,Oracle,Write rate to datafile SFCUBSIDX_106.dbf is high,regex,regex,oracle database,Oracle,host,Oracle
Minor,Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB,2025-08-01T08:34:00,1754037240,8,4,False,60.0,1.0,Minor,1,host,Oracle,Percentage of long table scans is high,host,Oracle,Percentage of long table scans is high,regex,regex,oracle database,long,host,Oracle
Minor,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v5k4x of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc,2025-08-01T08:34:00,1754037240,8,4,False,880.0,14.667,Minor,1,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v5k4x of namespace javaic,host,Kubernetes,There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v5k4x of namespace javaic,regex,regex,kubernetes cluster,obic-interest-extrp-service-9cd9c45b-v5k4x,host,Kubernetes
