text,label,original_index,cleaned_text
အားတင်း ထား ပါ အစ်မ ကိုယ့် အတွက် ကောင်း တာ တွေ ပဲ ရ ရှိ လာ တော့ မှာ နော်,no,740,အားတင်း ထား ပါ အစ်မ ကိုယ့် ကောင်း တာ တွေ ပဲ ရ ရှိ လာ တော့ မှာ နော်
အော် တော်တော် လေး တော် ပါ တယ် နော် အရှက်မရှိ တဲ့ ကြော်ငြာ,ab,380,အော် တော်တော် လေး တော် ပါ တယ် နော် အရှက်မရှိ တဲ့ ကြော်ငြာ
ဆေးလိပ် တောင် မ သောက် ချင် တော့ ဘူး ဖြတ် တော့ မယ်,no,6492,ဆေးလိပ် တောင် မ သောက် ချင် တော့ ဘူး ဖြတ် တော့ မယ်
စစ်ခွေး တွေ ကို thet လက်ခံ တယ် မ ဆိုင် တဲ့ လူငယ် တွေ ကို thet တာ ကျ မ လွန် ဘူး လား နင် တို့ အနီ နဲ့ အစိမ်း အာဏာရူး နေ တာ နဲ့ ကြား ထဲ က ပြည်သူ တွေ ပဲ ဒုက္ခရောက် ကြ တာ,po,4400,စစ်ခွေး တွေ ကို thet လက်ခံ တယ် မ ဆိုင် တဲ့ လူငယ် တွေ ကို thet တာ ကျ မ လွန် ဘူး လား နင် အနီ နဲ့ အစိမ်း အာဏာရူး နေ တာ နဲ့ ကြား ထဲ ပြည်သူ တွေ ပဲ ဒုက္ခရောက် ကြ တာ
ဒီ လောက် အဆင့် ပဲ ရ မှာ လေ စောက်ရူးမ နားမလည် ဘူး တဲ့,ab,3924,ဒီ လောက် အဆင့် ပဲ ရ မှာ လေ စောက်ရူးမ နားမလည် ဘူး တဲ့
မှောက် လျက် ကျော ပေါ် က နေ တက် ခွ ဆံပင် အတင်း ဆွဲ လို့ က တော့ ဦး မော့ တာ တင် မ က ဖင်ကော့ပြီးချေးပါထွက် မယ်,ab,5256,မှောက် လျက် ကျော ပေါ် နေ တက် ခွ ဆံပင် အတင်း ဆွဲ လို့ တော့ ဦး မော့ တာ တင် မ ဖင်ကော့ပြီးချေးပါထွက် မယ်
အဲ့လို ပဲ လူ တွေ က မ ဝေဖန် ရ ရင် အိပ် မ ရ စား မ ဝင် တာ 🤣 🤣,no,4138,အဲ့လို ပဲ လူ တွေ မ ဝေဖန် ရ ရင် အိပ် မ ရ စား မ ဝင် တာ rolling_on_the_floor_laughing rolling_on_the_floor_laughing
ဘောမ တွေ လူ စုံ နေ ပြီ,ab,4933,ဘောမ တွေ လူ စုံ နေ ပြီ
တော်လှန်ရေးသမား တွေ ကို မ ဖမ်း ကြ ပါ နဲ့ ဗျို့,no,1577,တော်လှန်ရေးသမား တွေ ကို မ ဖမ်း ကြ ပါ နဲ့ ဗျို့
ချ ကွာ စောက်သိက္ခာ တွေ လည်း ကျ ပါ တယ် ကိုယ့် နိုင်ငံ က အသုံးမကျ တော့ သူများ အတွက် ဥပမာ ပေး စရာ ကြီး ပဲ ဖြစ် နေ တယ် မအလ တစ် ကောင် လည်း ငရဲမြန်မြန်သွား မှ ပဲ,po,960,ချ ကွာ စောက်သိက္ခာ တွေ လည်း ကျ ပါ တယ် ကိုယ့် နိုင်ငံ အသုံးမကျ တော့ သူများ ဥပမာ ပေး စရာ ကြီး ပဲ ဖြစ် နေ တယ် မအလ ကောင် လည်း ငရဲမြန်မြန်သွား ပဲ
ဒေါ့အနီ တွေ ရဲ့ တော်လှန်ရေး က ဘာ စောက်ရေးမှမပါ ဘူး လို ပြော တာ ဖြစ် မယ် တကယ် လည်း ဘာ မှ မ ဟုတ် ဘူး လုပ်စား နေ ကြ တာ တပ်မတော် က နိုင်ငံသား အချင်း၂ မလို့ ညှာ နေ လို့ ၂ နှစ် ကြာ သွား တာ တကယ် လုပ် ရင် ၂ လ မ ကြာ ဘူး မ ယုံ ရင် စစ်တပ် က အပြီး ချေမှုန်း တဲ့ အချိန် ပြည်ပ နိုင်ငံ တွေ ဝင် မ စွတ် ပဲ နေ ကြည့် ပါ လား,po,5585,ဒေါ့အနီ တွေ ရဲ့ တော်လှန်ရေး ဘာ စောက်ရေးမှမပါ ဘူး လို ပြော တာ ဖြစ် မယ် တကယ် လည်း ဘာ မ ဟုတ် ဘူး လုပ်စား နေ ကြ တာ တပ်မတော် နိုင်ငံသား အချင်း၂ မလို့ ညှာ နေ လို့ ၂ နှစ် ကြာ သွား တာ တကယ် လုပ် ရင် ၂ လ မ ကြာ ဘူး မ ယုံ ရင် စစ်တပ် အပြီး ချေမှုန်း တဲ့ အချိန် ပြည်ပ နိုင်ငံ တွေ ဝင် မ စွတ် ပဲ နေ ကြည့် ပါ လား
ဖျာဖြစ်မယ် စိတ်ချ,ab,2374,ဖျာဖြစ်မယ် စိတ်ချ
သူများ တွေ က အဖေ့ ဥစ္စာ နဲ့ ပြိုင်ကား စီး နေ ကြ သော်လည်း မိမိ မှာ ဝယ် ပေး ထား သော ဆိုင်ကယ် ပျောက် ပြီး နောက် ဖုန်းဘေ တောင် ကိုယ်တိုင် ဝယ် ထည့် နေ ရ သောအခါ,no,4484,သူများ တွေ အဖေ့ ဥစ္စာ နဲ့ ပြိုင်ကား စီး နေ ကြ သော်လည်း မိမိ မှာ ဝယ် ပေး ထား ဆိုင်ကယ် ပျောက် ပြီး နောက် ဖုန်းဘေ တောင် ကိုယ်တိုင် ဝယ် ထည့် နေ ရ သောအခါ
အမ ကို ရန်ကုန် အလှူ မှာ ကြည့် ဖူး တယ် မျက်နှာ သေးသေး လေး နဲ့ ကိုယ်လုံး ကြီး က တော့ ရှယ် ပဲ မိုက် တယ်,no,68,အမ ကို ရန်ကုန် အလှူ မှာ ကြည့် ဖူး တယ် မျက်နှာ သေးသေး လေး နဲ့ ကိုယ်လုံး ကြီး တော့ ရှယ် ပဲ မိုက် တယ်
သူပုန် တွေ ရဲ့ သွား ရာ လမ်း ပဲ,po,1314,သူပုန် တွေ ရဲ့ သွား ရာ လမ်း ပဲ
ခေတ် နဲ့ ညီ တယ် လူငယ် အကြိုက်,no,5409,ခေတ် နဲ့ ညီ တယ် လူငယ် အကြိုက်
မင်းမေငါမလိုးသား ရ မေး စရာ ဒါ ပဲ ရှိ တာ လား,ab,5316,မင်းမေငါမလိုးသား ရ မေး စရာ ဒါ ပဲ ရှိ တာ လား
ဇွတ်ကျား တွေ က ချိတ်ထမိန် တွေ နဲ့ ဦးထင်ကျော် က သာမန် ပုဆိုး နဲ့ ဇွတ် ကြီး ပေး ဇွတ် ကြီး ဓာတ်ပုံ ရိုက် ဇွတ် ကြီး လုပ် ချင် တာ လုပ် လည်း ပြည်သူ တွေ က စစ်တပ် ဆို No ပါ ဘဲ,po,1100,ဇွတ်ကျား တွေ ချိတ်ထမိန် တွေ နဲ့ ဦးထင်ကျော် သာမန် ပုဆိုး နဲ့ ဇွတ် ကြီး ပေး ဇွတ် ကြီး ဓာတ်ပုံ ရိုက် ဇွတ် ကြီး လုပ် ချင် တာ လုပ် လည်း ပြည်သူ တွေ စစ်တပ် ဆို ပါ ဘဲ
ကိုယ် ဟာ တကယ် ကို ကံကောင်း တဲ့ သူ ပဲ 🤣 🤣 တစ် ခါ မှ မ တက် လို့,no,2362,ကိုယ် ဟာ တကယ် ကို ကံကောင်း တဲ့ သူ ပဲ rolling_on_the_floor_laughing rolling_on_the_floor_laughing ခါ မ တက် လို့
ဘယ်လို ဒိုင် တွေ လဲ မ သိ ဘူး စောက်ရူး တွေ,ab,1646,ဘယ်လို ဒိုင် တွေ လဲ မ သိ ဘူး စောက်ရူး တွေ
မအလ ရာ အရင် ပြော တဲ့ ဟာ အရင် လုပ် ပါ ဦး ဟ မြေအောက်ရထား ပေါ့ မေ့ နေ ပြီ လား ဟ ပြော ပဲ ပြော ပြီး ဘာ မှ မ လုပ် မယ့် အစား ဘာ မှ မ ပြော နဲ့ 😡,po,1010,မအလ ရာ အရင် ပြော တဲ့ ဟာ အရင် လုပ် ပါ ဦး ဟ မြေအောက်ရထား ပေါ့ မေ့ နေ ပြီ လား ဟ ပြော ပဲ ပြော ပြီး ဘာ မ လုပ် မယ့် အစား ဘာ မ ပြော နဲ့ enraged_face
ဒီ လို ပါ ပဲ လင်တရူး တဲ့ သူ တွေ ဆို တာ 🤣🤣🤣,ab,4130,ဒီ လို ပါ ပဲ လင်တရူး တဲ့ သူ တွေ ဆို တာ rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
အင်တာဗျူး တာ တွေ က လည်း အဲ့လို စောက်တလွဲ မအေဘေး များ ကို မှ ဗျူး ရ လား ဟ,ab,1706,အင်တာဗျူး တာ တွေ လည်း အဲ့လို စောက်တလွဲ မအေဘေး ကို ဗျူး ရ လား ဟ
ကင်း ပဲ သေချာ စောင့် စမ်း ပါ စွတပ်သား စစ်kwayအို ကြီး ရာ :3 စာတ-တ်မယ့်ရုပ်ရည်လည်းမဟုတ် အမြောက် ထမ်း နေ လိုက်,po,2663,ကင်း ပဲ သေချာ စောင့် စမ်း ပါ စွတပ်သား စစ်kwayအို ကြီး ရာ :3 စာတ-တ်မယ့်ရုပ်ရည်လည်းမဟုတ် အမြောက် ထမ်း နေ လိုက်
