Priority,Comp Type,Comp Name,Test,Description
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-123.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Long Running Queries, One or more long running queries have been detected on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,eG+AF8-Backend+AF8-DB:1521:egrepdc,Oracle Sessions, Many blocked sessions on Oracle Database eG+AF8-Backend+AF8-DB:1521:egrepdc
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Pods by Namespace, There are many waiting containers in pod obic+AC0-interest+AC0-extrp+AC0-service+AC0-9cd9c45b+AC0-v7mpg of namespace javaic on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB,I/O Waits, High CPU utilization when waiting for I/O on AWS+AF8-CBS+AF8-Reporting+AF8-DB
Critical,External Web,QMS:443,HTTP, TCP connection failed when accessing the web page QMS+AC0-Portal. This is affecting External Web QMS
Critical,External Web,QMS:443,HTTP, The web page QMS+AC0-Portal is not available for external access. This is affecting External Web QMS
Minor,Oracle Database,New+AF8-CB+AF8-DB+AF8-DR:1665:kbzprddcpdb,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database New+AF8-CB+AF8-DB+AF8-DR:1665:kbzprddcpdb
Minor,Oracle Database,New+AF8-CB+AF8-DB:1665:kbzprddcpdb,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database New+AF8-CB+AF8-DB:1665:kbzprddcpdb
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Execute to Parse ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,AWS Cloud,Apigee,AWS EC2 Instances, Many instances have been removed recently from AWS Cloud Apigee
Minor,AWS Cloud,bluejay+AC0-workflow+AC0-prod,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Critical,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Events, Many back+AC0-off restarting failed containers on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Minor,AWS Cloud,bluejay+AC0-workflow+AC0-prod,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Minor,Solaris,dc01sczapp010207,Disk Activity, Reads from disk ssd2 are slow on dc01sczapp010207
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-115.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-129.dbf is high on Oracle Database AWS+AF8-CBS+AF8-Reporting+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database on Cloud,APIRDB:1580,Oracle DataFiles, Read rate from datafile o1+AF8-mf+AF8-apidat+AF8-d+AF8-mpor1fpt+AF8-.dbf is high on Oracle Database on Cloud APIRDB:1580
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Long Running Queries, One or more long running queries have been detected on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Pods by Namespace, There are many waiting containers in pod obic+AC0-interest+AC0-extrp+AC0-service+AC0-9cd9c45b+AC0-v5k4x of namespace javaic on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Solaris,BI+AF8-DC+AF8-N1,Disk Activity, Reads from disk ssd2 are slow on BI+AF8-DC+AF8-N1
Major,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB,I/O Waits, High CPU utilization when waiting for I/O on AWS+AF8-CBS+AF8-Reporting+AF8-DB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,AWS Cloud,HRIS+AF8-Prod,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,AWS Cloud,HRIS+AF8-Prod,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Major,AWS Cloud,KBZT,AWS VPC VPN, AWS VPN tunnel Huawei+AC0-VPN+AC0-KBZ+AC0-UAT+AC0-VPC:vpn+AC0-093fb37d16116b2dd is down in region ap+AC0-southeast+AC0-1 of AWS Cloud KBZT
Minor,Solaris,BIREPO+AF8-DB+AF8-Node+AF8-1,Disk Space, High disk space usage on /var drive of BIREPO+AF8-DB+AF8-Node+AF8-1
Major,Solaris,BIREPO+AF8-DB+AF8-Node+AF8-1,Disk Space, High disk space usage on /export/home/orarom drive of BIREPO+AF8-DB+AF8-Node+AF8-1
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Execute to Parse ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,NetApp Cluster,DC+AF8-NetApp+AF8-Fas+AF8-Backup,Disk Performance, Disk busy percentage is high +AHs-1.4.22 +AFs-5000C500:93CA9CE7:00000000:00000000:00000000:00000000:00000000:00000000:00000000:00000000+AF0AfQ-
Minor,NetApp Cluster,DC+AF8-NetApp+AF8-Fas+AF8-Backup,Disk Performance, Disk busy percentage is high +AHs-1.4.20 +AFs-5000C500:93CA9453:00000000:00000000:00000000:00000000:00000000:00000000:00000000:00000000+AF0AfQ-
Minor,NetApp Cluster,DC+AF8-NetApp+AF8-Fas+AF8-Backup,Disk Performance, Disk busy percentage is high +AHs-1.4.18 +AFs-5000C500:93CAC1C3:00000000:00000000:00000000:00000000:00000000:00000000:00000000:00000000+AF0AfQ-
Minor,NetApp Cluster,DC+AF8-NetApp+AF8-Fas+AF8-Backup,Disk Performance, Disk busy percentage is high +AHs-1.4.23 +AFs-5000C500:93CA124B:00000000:00000000:00000000:00000000:00000000:00000000:00000000:00000000+AF0AfQ-
Critical,External Web,ibanking:443,HTTP, The web page HomePage is not available for external access. This is affecting External Web ibanking
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Query is taking high CPU time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There are many waiting containers in pod aws+AC0-guardduty+AC0-agent+AC0-mhm56 of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Critical,Oracle Database,ONPREM+AF8-KBZPRDSTBY+AF8-CDB:1580:KBZPRDSTBY,Oracle Processes, Process corresponding to Oracle Database ONPREM+AF8-KBZPRDSTBY+AF8-CDB:1580:KBZPRDSTBY is not running +AHs-Ora+AF8-Reco+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Long Running Queries, One or more long running queries have been detected on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB,I/O Waits, High CPU utilization when waiting for I/O on AWS+AF8-CBS+AF8-Reporting+AF8-DB
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-13+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-Summary+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-8+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Major,Microsoft SQL,CBMNET+AF8-FIGW+AF8-DB+AF8-SERVER+AF8-DR:1433,SQL Error Log, Many user errors have been detected in Microsoft SQL server CBMNET+AF8-FIGW+AF8-DB+AF8-SERVER+AF8-DR:1433's error log
Minor,SAP HANA Database,KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015,HANA Locks, Average exclusive lock wait time is high on SAP HANA Database KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015
Minor,SAP HANA Database,KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015,HANA Locks, Average shared lock wait time is high on SAP HANA Database KBZ+AC0-PRD+AC0-DB+AC0-SYSDB:35015
Minor,Kubernetes Cluster,NewCoreBankingProdEnv:443,K8s Pods by Namespace, There have been many container termination failures for pod aws+AC0-guardduty+AC0-agent+AC0-mhm56 of namespace amazon+AC0-guardduty on Kubernetes Cluster NewCoreBankingProdEnv
Minor,Oracle Database,New+AF8-CB+AF8-DB+AF8-DR:1665:kbzprddcpdb,Oracle DataFiles, Write rate to datafile SFCUBSIDX+AF8-230.dbf is high on Oracle Database New+AF8-CB+AF8-DB+AF8-DR:1665:kbzprddcpdb
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Execute to Parse ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, CPU usage of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Solaris,BIREPO+AF8-DB+AF8-Node+AF8-1,Disk Space, High disk space usage on /export/home/oracle drive of BIREPO+AF8-DB+AF8-Node+AF8-1
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Query is taking high CPU time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Critical,External Web,ibanking:443,HTTP, TCP connection failed when accessing the web page HomePage. This is affecting External Web ibanking
Minor,AWS Cloud,apiring+AC0-aws+AC0-prd,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,AWS Cloud,apiring+AC0-aws+AC0-prd,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Critical,Oracle Database,ONPREM+AF8-KBZPRDSTBY+AF8-CDB:1580:KBZPRDSTBY,Oracle Processes, Process corresponding to Oracle Database ONPREM+AF8-KBZPRDSTBY+AF8-CDB:1580:KBZPRDSTBY is not running +AHs-Ora+AF8-Reco+AH0-
Major,Oracle Cluster,Tanzu+AF8-Reporting+AF8-UAT+AF8-PDB+AF8-PT:1660,Oracle RAC SQL Workload, Maximum elapsed time is high on Oracle Cluster Tanzu+AF8-Reporting+AF8-UAT+AF8-PDB+AF8-PT:1660
Minor,Oracle Cluster,Tanzu+AF8-Reporting+AF8-UAT+AF8-CDB+AF8-PT:1660,Oracle RAC User Connections, Many blocked connections for user KBZREPS on Oracle Cluster Tanzu+AF8-Reporting+AF8-UAT+AF8-CDB+AF8-PT:1660
Minor,Oracle Cluster,Tanzu+AF8-Reporting+AF8-UAT+AF8-PDB+AF8-PT:1660,Oracle RAC Scans, High percentage of long table scans for DB04 on Oracle Cluster Tanzu+AF8-Reporting+AF8-UAT+AF8-PDB+AF8-PT:1660
Minor,Oracle Cluster,Tanzu+AF8-Reporting+AF8-UAT+AF8-PDB+AF8-PT:1660,Oracle RAC Scans, High percentage of long table scans for DB03 on Oracle Cluster Tanzu+AF8-Reporting+AF8-UAT+AF8-PDB+AF8-PT:1660
Major,Oracle Cluster,Tanzu+AF8-Reporting+AF8-UAT+AF8-CDB+AF8-PT:1660,Oracle RAC SQL Workload, Maximum elapsed time is high on Oracle Cluster Tanzu+AF8-Reporting+AF8-UAT+AF8-CDB+AF8-PT:1660
Major,Oracle Cluster,Tanzu+AF8-Reporting+AF8-UAT+AF8-CDB+AF8-PT:1660,Oracle RAC SQL Workload,Alert detected for Maximum CPU time of Oracle RAC SQL Workload
Major,Oracle Cluster,Tanzu+AF8-Reporting+AF8-UAT+AF8-PDB+AF8-PT:1660,Oracle RAC SQL Workload,Alert detected for Maximum CPU time of Oracle RAC SQL Workload
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Pods by Namespace, There are many waiting containers in pod obic+AC0-interest+AC0-extrp+AC0-service+AC0-9cd9c45b+AC0-v7mpg of namespace javaic on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Minor,Oracle Cluster,Tanzu+AF8-Reporting+AF8-UAT+AF8-CDB+AF8-PT:1660,Oracle RAC Scans, High percentage of long table scans for DB03 on Oracle Cluster Tanzu+AF8-Reporting+AF8-UAT+AF8-CDB+AF8-PT:1660
Minor,Oracle Cluster,Tanzu+AF8-Reporting+AF8-UAT+AF8-CDB+AF8-PT:1660,Oracle RAC Scans, High percentage of long table scans for DB04 on Oracle Cluster Tanzu+AF8-Reporting+AF8-UAT+AF8-CDB+AF8-PT:1660
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Scans, Percentage of long table scans is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB,I/O Waits, High CPU utilization when waiting for I/O on AWS+AF8-CBS+AF8-Reporting+AF8-DB
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-zb.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-25+AH0-
Minor,Linux,dcofsaaprd01,Network Packet Traffic, High outgoing traffic from dcofsaaprd01 +AHs-ens224+AH0-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Execute to Parse ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, CPU usage of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Major,NetApp Cluster,DC+AF8-NetApp+AF8-Fas+AF8-Backup,Disk Performance, Disk busy percentage is high +AHs-1.4.22 +AFs-5000C500:93CA9CE7:00000000:00000000:00000000:00000000:00000000:00000000:00000000:00000000+AF0AfQ-
Major,NetApp Cluster,DC+AF8-NetApp+AF8-Fas+AF8-Backup,Disk Performance, Disk busy percentage is high +AHs-1.4.18 +AFs-5000C500:93CAC1C3:00000000:00000000:00000000:00000000:00000000:00000000:00000000:00000000+AF0AfQ-
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle SQL Workload, Query is taking high CPU time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,AWSCBS+AF8-Reporting+AF8-GG,GoldGtLogTest+AF8-ex,TimeSinceLastChckPoint  +AHs-REPLICAT/RLOTNC+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,RPTDCLOG+AF8-CBS+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-EXTRACT/ELOTNC+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,RPTDCLOG+AF8-CBS+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-EXTRACT/ELOTNG+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,RPTDCLOG+AF8-CBS+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-EXTRACT/ELOTND+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,RPTDCLOG+AF8-CBS+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-EXTRACT/ELOTNA+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,RPTDCLOG+AF8-CBS+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-EXTRACT/ELOTNE+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,RPTDCLOG+AF8-CBS+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-EXTRACT/ELOTNB+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,RPTDCLOG+AF8-CBS+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-EXTRACT/ELOTNF+AH0-
Critical,Oracle+AF8-Gold+AF8-Gate+AF8-ex,RPTDCLOG+AF8-CBS+AF8-GG,GoldGtLogTest+AF8-ex, Lagging checkpoint duration is high  +AHs-EXTRACT/ELOTNH+AH0-
Minor,Oracle Database,BIREPOPDB:1665:KBZBIREPOPDB,Oracle SQL Workload, Maximum query elapsed time is high on Oracle Database BIREPOPDB:1665:KBZBIREPOPDB
Minor,Oracle Database,gsysdc:1880:gsysdc,Oracle SGA, Buffer cache hit ratio is low on Oracle Database gsysdc:1880:gsysdc
Major,Oracle+AF8-Gold+AF8-Gate+AF8-ex,Tanzu+AF8-CBS+AF8-Reporting+AF8-GG+AF8-PT,GoldGtLogTest+AF8-ex,TimeSinceLastChckPoint  +AHs-REPLICAT/RLOTG+AH0-
Major,Microsoft IIS Web,Biz02+AF8-Prod+AF8-DR+AF8-10.11.170.12:80,IIS Web Server, Rate of requests to Microsoft IIS Web server Biz02+AF8-Prod+AF8-DR+AF8-10.11.170.12 is high
Major,Oracle+AF8-Gold+AF8-Gate+AF8-ex,Tanzu+AF8-CBS+AF8-Reporting+AF8-GG+AF8-PT,GoldGtLogTest+AF8-ex, Program is not running  +AHs-REPLICAT/RLOTG+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-4+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-Summary+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-6+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-Summary+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSCustomerServiceBalance+AF8-1528+AFw-w3wp+ACM-5+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-12+AH0-
Minor,Microsoft IIS Web,apisys+AC0-prod+AC0-za.kbzbank.com:80,.NET CLR, Load failures rate is high +AHs-CBSAccountingService+AF8-1568+AFw-w3wp+ACM-19+AH0-
Major,Oracle Database,AWS+AF8-CBS+AF8-Reporting+AF8-DB,I/O Waits, High CPU utilization when waiting for I/O on AWS+AF8-CBS+AF8-Reporting+AF8-DB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Long Running Queries, One or more long running queries have been detected on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Kubernetes Cluster,flexcube+AC0-cbs+AC0-uat+AC0-tkc:6443,K8s Pods by Namespace, There are many waiting containers in pod obic+AC0-interest+AC0-extrp+AC0-service+AC0-9cd9c45b+AC0-v5k4x of namespace javaic on Kubernetes Cluster flexcube+AC0-cbs+AC0-uat+AC0-tkc
Major,AWS Cloud,flexcube+AC0-corebanking+AC0-prd,AWS EC2 Instance Performance, CPU utilization is high for EC2 instance +AC0-:i+AC0-07d378eca4a2a1956 in region ap+AC0-southeast+AC0-1. This instance is hosted on AWS Cloud flexcube+AC0-corebanking+AC0-prd
Minor,Oracle Database,New+AF8-CB+AF8-DB+AF8-DR:1665:kbzprddcpdb,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database New+AF8-CB+AF8-DB+AF8-DR:1665:kbzprddcpdb
Minor,Oracle Database,New+AF8-CB+AF8-DB+AF8-DR:1665:kbzprddcpdb,Oracle Jobs, CPU usage of Oracle job is high on Oracle Database New+AF8-CB+AF8-DB+AF8-DR:1665:kbzprddcpdb
Minor,Oracle Database,New+AF8-CB+AF8-DB:1665:kbzprddcpdb,Oracle Jobs, CPU usage of Oracle job is high on Oracle Database New+AF8-CB+AF8-DB:1665:kbzprddcpdb
Minor,Oracle Database,New+AF8-CB+AF8-DB:1665:kbzprddcpdb,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database New+AF8-CB+AF8-DB:1665:kbzprddcpdb
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Wait Class, Other waits are taking time on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BIREPOPDB:1665:KBZBIREPOPDB,Oracle Wait Class, Other waits are taking time on Oracle Database BIREPOPDB:1665:KBZBIREPOPDB
Minor,Oracle Database,eG+AF8-Backend+AF8-DB+AF8-DR:1521:egrepdr,Oracle Alerts, Many recent errors in the Alert Log of Oracle Database eG+AF8-Backend+AF8-DB+AF8-DR:1521:egrepdr +AHs-Summary+AH0-
Minor,Oracle Database,eG+AF8-Backend+AF8-DB+AF8-DR:1521:egrepdr,Oracle Alerts, Many recent ORA+AC0-00235 errors in the Alert Log of Oracle Database eG+AF8-Backend+AF8-DB+AF8-DR:1521:egrepdr
Minor,AWS Cloud,HRIS+AF8-Prod,AWS RDS Events, Many maintenance +AHs-system+AC0-update+AH0-
Minor,AWS Cloud,HRIS+AF8-Prod,AWS RDS Events, Many maintenance +AHs-Summary+AH0-
Minor,Oracle Cluster,Tanzu+AF8-Reporting+AF8-UAT+AF8-CDB+AF8-PT:1660,Oracle RAC Long Running Queries, Many long running queries for DB03 on Oracle Cluster Tanzu+AF8-Reporting+AF8-UAT+AF8-CDB+AF8-PT:1660
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, CPU usage of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB,Oracle Jobs, Elapsed time of Oracle job is high on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDCPDB
Minor,Oracle Database,BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC,Oracle SGA, Parse CPU to parse elapsed ratio is low on Oracle Database BI+AF8-Reporting+AF8-Prod+AF8-DB:1665:KBZRPTDC
