text,label
မှတ်မိ သေး တယ် uni တက် တုန်း က သူငယ်ချင်း က မျက်ရစ်ကပ်တိပ် မှာ လို့ သွား ဝယ် ပေး တာ သူ လို ချင် တဲ့ တံဆိပ် က မ ရှိ ရှိ တဲ့ တံဆိပ် ရိုက်ပြ နေ လို့ ကြာ နေ တာ ကို သူ့ ဝန်ထမ်း ကောင်မလေး ကို လှမ်း ပြော တာ သူ ဝယ် ချင် တာ ရောင်း လိုက် တဲ့ Sလုပ် လာ ရှုပ် နေ တာ တဲ့ လူ တောင် စွံ့အ သွား တယ် ကိုယ့် အမေ အရွယ် ကြီး မလို့ ဘာ မှ မ ပြော ခဲ့ ပါ ဘူး အဲ့ ကတည်းက လည်း တစ် ခါ မှ ခု ထိ လည်း မ သွား ဝယ် သလို ဘယ်သူ့ ကို မှ လည်း မ ညွှန်း ပေး တော့ ဘူး,no
ခေတ်သစ် စကားလုံး လှလှလေး တွေ ရေး တတ် ပါ့,no
ခေါင်းထဲဦးနှောက်ပါမလာ,ed
အခြောက် မ လုပ်,se
ရွံ ပဲ ဒုတ်ရူးမ,ab
လုပ် $ထင်ကိုမကြီး,ab
အသာ လုပ် ပါ ဘဲကြီး ရာ 😁,no
လီး တောင် ခွေးမသား လူလိမ်,ab
လူစိတ်မရှိ သတ်ပစ် ပဲ,ab
အရေခြုံ,re
အာဏာရူး အကောင် အာဏာရူး အကောင် ပဲ မ မ အကောင် တောင် ရူး မ,po
စောက်ပို မ လောက်,ab
အာဏာရူး,po
အောက်တန်းစား ပဲ,ab
ဆောက်ငမည်း ငမည်း,bo
မ LLLL,ab
မ ဟုတ် လည်း အမြဲ ပျက် နေ တာ မီတာ တောင် မ ဆောင် ဖို့ စဥ်းစား နေ တာ,no
မျိုးမစစ် မ,ab
Sပို ကလုန်းမ,ab
မ+သာ+မ,ab
ရွှေကြို လီး ဖင်ဖျား တောင် မ လဥ,ab
ရွံ ဒုတ်,ab
$paw,ab
ရိုက်ချိုး,ab
စပွန်စာနဲ့လယ်ထွန်နေ,ab
komaykoloe ကောင်မ,ab
ဒါ ကို အနုပညာ လို့ ပြော ဦး မ လား 😂 😂 😎,no
အခြောက်ဆန်,se
စောက်မြင်ကပ်စရာကောင်း,ab
အမုန်းဆုံး မယားကြီး မယားငယ် ခံ ကောင်မ ပဲ ရွံ,ab
မယားငယ်မ သူများလင်မှခံတွင်းတွေ့ လင် မ လင် ဖြတ်ခုတ် ခိုးစား ဒုတ်ကြောင်မ,ab
လုပ် စိတ်တွေပျက်,ab
သောက်ရူး,ab
အတင်း သမား ရေ ဆေး သောက် လိုက် ဦး ကျန်းမာရေး မ ကောင်း ဘူး ထင် တယ် နှာခေါင်း မှာ များ နှပ်ချီး များ ပိတ် နေ လား လို့,no
ngo အဖွဲ့ သာသာ ပါ nug က ဘာ မှ မ ဟုတ် ဘူး ခု က စ ရှေ့ လျှောက် တအား အနေ ကျပ် တော့ မယ် အမေစု စကား တစ် ခွန်း နဲ့ တင်,no
ရိုက်,ab
ခွေး တောင်,ab
စောက်ကြော,ab
Lee ဖြတ် ပစ်,ab
ဦးနှောက်ခွေးစားသွားလို့လား flm,ed
ကလေး စောက်မြင်ကပ် စရိုက်ဆန်,ab
ဆဲ,ab
စပ မ ဖင်ခံ လုပ် ဗိုလ်ဖင်ခံ,ab
မုဒိန်း ပဲ မုဒိန်း,ra
လုတ်တရီး သေခါနီး,ra
မိုက်ရိုင်း မ ရိုင်း ကလေး ရိုင်းပြ,ab
မ ဖင်ဝင်နာ 6နေ ဝဋ်ကြွေး ဖျက်စီး 6ကြတာ,se
မ ဖျက် ပဲ မ ဒလန် ဖင်ခံ လုပ် မ မ ချူ ဖာမီဒီယာ ဝိုင်း မအေလိုး ခွေးသား,po
သူခိုးကျင့်သူခိုး KMKL,ab
သောက်ကြီးသောက်ကျယ်,ab
မ လုပ် မ ပဲ လုပ် မအလ သတ်,po
စောက်ပြောကြီး ငပေါ,ab
တောင် ခွက်ဆောင်းခုတ် သောက်ပတ်တနာ,ab
မaရိုး ဖာ ပေါ,po
ဘယ်လို ပင် ပြောင်းလဲ သော်လည်း နောက်ဆုံး တော့,no
လုပ် ချင် ရာ လုပ် ထား ပြီး ရင် အလှဆုံး ပြုံး နေ တတ် သူ 🤣,no
မ ငါးစိမ်းသည် ရန်တွေ့ လုပ် ဂြိုဟ်သား,po
မအလ ပဲ ဝိုင်း ဝိုင်း,po
တစ်ကိုယ်လုံးချွတ် မ,se
မ မအေလိုး မအေလိုး ပဲ,ab
သာသနာဖျက် ဝိုင်း လိုး မ အလိုးခံ,ab
ပြော တဲ့ ကောင် က ကော ဘာ လုပ် ပြ ထား လဲ 🥹,no
ဖားယား,ab
စောက်ခွက်,ab
မ sလုံး,ab
ဆိုင် လိပ်စာ လေး ပေး ပါ လား ရှင့်,no
အသံ ဖိုင် နဲ့ လုပ် မ နေ ပါ နဲ့ လိုင်း ပေါ် တက် ပြီး ပေါ်တင် ပြော ပါ လို့ ဆယ်စုနှစ် ကျော် က အကြောင်း တွေ ခု မှ ပြော နေ လို့ ဘာ ထူး သွား မှာ လဲ လို့,no
မင်းမေမင်းပြန်လိုး မ,ab
ကောင်မ မေးရိုးကြီးတကားကား မျက်လုံးကြီးတပြူးပြူး စောက်ပေါ်ပင် မ ကောင်မ ဘောမ လုပ် ဘောမ,ab
မျက်နှာ အရောင် ပြောင်း မြန် လိုက် တာ ငါ့ လို ပဲ 🤧🤣,no
စောက်ပို ပဲ,ab
ချ မ ငိုးမသား,ab
Log စာအုပ် ကျ ကွဲ တတ် တယ် နော် ညီမလေး ဂရုစိုက် ကိုင် 😆 😆,no
မ ချဥ်ဖတ် မ,ab
ကုလားမဲ,bo
ပဲ မအလ မှန်း မ အရူးထ ပဲ,po
စမူမိ လီး ပဲ,ab
တပ်ကုန်း မ မ,po
လွတ် ဖင် ဝိုင်း xိုး ခံ,ab
ကြီးကြီးကျယ်ကျယ် မ ပဲ စောက်ရမ်း အာရုံနောက်,ab
ဖျင်ချ ကိတ်ခြောက်မ,ab
နာရေးမှာတီးဝိုင်းထည့်,ab
မ အမြှောင်မ,ab
သေအောင်ရိုက် မှန်း,ab
စောက်ရေးမပါ ပဲ အဆင့်တန်းမရှိ,ab
ဒိုင် တွေ ကို သင်တန်း ပေး ချင် တယ် ကွာ တချို့ သူ တို့ မေး နေ တာ တွေ က pro မ ဆန် ဘူး ဆို တာ ပြ နေ တယ် ကွာ လူတကာ ကြည့် နေ တဲ့ online ပေါ် တင် တဲ့ video တွေ မှာ အခု လို မေးခွန်း တွေ မေး တာ အံ့ဩ တယ်,no
မ ရွံ ဒုတ်ကြောင်မ,ab
မိမဆုံးမဖမဆုံးမ ကျက်သရေတုန်း အောက်တန်းစား,ab
BJပေး မ ခံ မ,ab
သောက်ဆံ လောက် မ Sတာဇံ ၀ိတ်ပေါ ဖားခရု ပဲ ဝဋ် ပဲ 🖕🖕🖕,ab
လုပ် လုပ် လုပ် ချ farစစ်အစိုးရ,po
စောက်ရူး ပဲ လီး ပဲ,
စခ တေ တေ,le
mmsp မ kmkl,ab
မ မိုးမေလင်း,ab
စပတ်မ s ဆဲ မ မအလ ဘောမ,ab
ဒေါ်လာ မ မြင် ဖူး လို့ ခု လို ပြ ပေး တာ ကျေးဇူးတင် လိုက် တာ အမ ရယ် ခု တော့ မြင် ဖူး သွား ပြီ 🥲,no
ခွေးဇာတ်သွင်း,ab
ဝက်သား အရမ်း ကြိုက် တယ် ☹️,no
မိမဆုံးမဖမဆုံးမ,ab
ငါလိုးမ,ab
ဒီ အချိန် မှာ စက်ရုံ သစ် ဆောက် တဲ့ သူ တွေ ကို စဥ်းစား လို့ မ ရ ဘူး,no
ခေါင်း သွားတွေလည်းလာမှန်ကုန်ဦးမယ်,bo
အသားအရည် လှပ မျက်လုံး နဲ့ ဆံကေသာ နက်မှောင် တာ က ဘုရား မ ဟုတ် ပါ ဘူး ဗမာ ဝင် စား တာ ပါ 🤭,no
ခွေး ရိုက်ပစ်,ab
မ စောက်ပြဿနာ ပဲ စောက်ပြဿနာ,ab
မိုက်ရိုင်း တပ်ရှေ့သွားခွဲ,po
ဒီ လောက် ရှား ရ လား ဟယ် ဟို တစ် ယောက် အပေါ် မှာ တောင် သစ္စာ မ ရှိ တာ ကိုယ့် အပေါ် လည်း ဘယ် ရှိ ပါ့ မ လဲ ကိုယ့် ထက် သာ တာ တွေ့ ရင်ခုန် သွား မှာ ပေါ့ ကိုယ့် ရုပ် လေး မှ အား မ နာ,no
စောက်အရေးပါ အရေမရအဖတ်မရ,ab
အဲ့ ကောင် ကို ဘယ် သူ က မေး လို့ အဲ့ ကောင် က ဘယ် သူ့ ကို ပြော နေ တာ လဲ ?,no
လူလိုမသိ ချီးဦးနှောက် ဉာဏ်မမှီ မ မုန်း သူတောင်းစား ရွံ မုန်း အန်ချင် ပဲ,ab
ရူးကြောင်ကြောင် လင်တရူး ဒုတ်ရူးမ,ab
အူ သတ် မ သေ ကုမပျောက်တဲ့ရောဂါနဲ့ကာလနာတိုက်ဦးမှာပဲ,le
မ ခွေး ဟောင် ခံ,ab
မင်းပထွေး လုပ် မ ငါးလိုးမသား တစ်ဖက်ပိတ်,po
ဘောမ စောက်ခွက်,ab
OTS ကိုက်,ab
ဘောမ,ab
လီး ကောင်မ,ab
Sရူး လူသတ် လုပ် လုပ်,ab
လင်တရူး မ လောက် ရိုက် မ ချဉ်ပေါင်ရိုးမ တုတ်ထိုးမ,ab
မျောက်မ မိုက်ရိုင်း ပဲ,bo
ကောင်မ လူရုပ်သူရုပ်မထွက် မ အပင်းဆို့သေ ယီး တောင် မ ထိုး နမဇဘ,ab
ထပ်မဆိုတော့ရင်ကောင်းမှာပဲနော်,ab
မ ဖာခေါင်း စောက်ခွက် စောက်ခွက်,ab
သုံးသပ်ချက် လေး က ခေတ် ကို မီးမောင်းထိုးပြ လိုက် သကဲ့သို့ ပင်,no
စဖု စဖု မ,ab
လယ် ရှိ တာ ပဲ ... သီး စား ချ စား လေ,no
နင့်ပါးစပ်ကလေချီးတွင်းလောက်တောင်ဇောက်မနက်ဘူး,ab
ငါ့loeမသား လောက် ဖြတ် လုပ် l** KMKL spစား အကုသိုလ် မအေဘေး l** မ နင့်မေsp အောက်တန်းစား,ab
ကောင်မ မယားငယ်မရုပ် ဟာမ ဖျက်စီး အကောင် ဟာမ ကောင်မ ဟာမ သူတို့လင်ကိုပေး လင် မ,ab
