Priority,Description,Start Time,Duration
Minor, Many containers of pod zipkin-5b44f75dbb-fncm5 of namespace zipkin are not ready on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:52 ",29m 10s
Minor, There are many waiting containers in pod zipkin-5b44f75dbb-fncm5 of namespace zipkin on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:52 ",29m 10s
Minor, There are many waiting containers in pod aws-guardduty-agent-hgf4p of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:51 ",4h 12m
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:51 ",4m 11s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 10:51 ",1m 1s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:51 ",4m 11s
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 10:51 ",1m 4s
Minor, Elapsed time of Oracle job is high on Oracle Database New_CB_DB:1665:kbzprddcpdb," Aug 01, 2025 10:51 ",5m 11s
Minor, CPU usage of Oracle job is high on Oracle Database New_CB_DB:1665:kbzprddcpdb," Aug 01, 2025 10:51 ",5m 11s
Critical, Many back off pulling images on Kubernetes Cluster flexcube-cbs-mig-tkc," Aug 01, 2025 10:51 ",5m 6s
Major, Many long running queries for DB03 on Oracle Cluster Tanzu_Reporting_UAT_PDB_PT:1660," Aug 01, 2025 10:51 ",5m 26s
Critical, Many container images are failed to pull/create/start on Kubernetes Cluster flexcube-cbs-mig-tkc," Aug 01, 2025 10:50 ",5m 9s
Minor, Write rate to datafile SFCUBSTAB_163.dbf is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:50 ",9h 13m
Minor, There have been many HTTP Post requests to web site EmployeeLoan1620 of Microsoft IIS Web Biz02_Prod_DC_10.11.42.12:80," Aug 01, 2025 10:50 ",41m 6s
Minor, Many instances have been removed recently from AWS Cloud qms-internal-prd," Aug 01, 2025 10:50 ",4m 19s
Critical, Process corresponding to Oracle Database ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY is not running {Ora_Reco}," Aug 01, 2025 10:49 ",4m 57s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#25}," Aug 01, 2025 10:49 ",19m 28s
Minor, Load failures rate is high {CBSAccountingService_1568\Summary}," Aug 01, 2025 10:49 ",19m 28s
Minor, Load failures rate is high {CBSCustomerService_1528\Summary}," Aug 01, 2025 10:49 ",19m 28s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\Summary}," Aug 01, 2025 10:49 ",19m 28s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#8}," Aug 01, 2025 10:49 ",19m 28s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#24}," Aug 01, 2025 10:49 ",19m 28s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#13}," Aug 01, 2025 10:49 ",19m 29s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:48 ",4m 26s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:48 ",1m 10s
Critical, Many back-off restarting failed containers on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 10:48 ",25m 2s
Major, Many long running queries for DB08 on Oracle Cluster Ofsaa_DB_Rac:1580," Aug 01, 2025 10:47 ",4m 37s
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v5k4x of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 10:47 ",13m 38s
Minor, One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:47 ",4m 31s
Minor, Load failures rate is high {ABCCHotFixQueryPhonePool\Summary}," Aug 01, 2025 10:46 ",33m 56s
Minor, Load failures rate is high {ABCCHotFixQueryPhonePool\w3wp#73}," Aug 01, 2025 10:46 ",34m
Major, Memory utilization is high on AWS_New_BI_Prod_N2," Aug 01, 2025 10:46 ",9h 16m
Minor, Many maintenance {Summary}," Aug 01, 2025 10:46 ",6m 2s
Minor, Many containers of pod zipkin-5b44f75dbb-jbk2j of namespace zipkin are not ready on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:46 ",30m 1s
Minor, There have been many container termination failures for pod aws-guardduty-agent-hdsz6 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:46 ",5m 16s
Minor, Many maintenance {system-update}," Aug 01, 2025 10:46 ",6m 2s
Minor, There are many waiting containers in pod zipkin-5b44f75dbb-jbk2j of namespace zipkin on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:46 ",10m 32s
Minor, There have been many container termination failures for pod aws-guardduty-agent-hgf4p of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:46 ",5m 11s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:46 ",3m 51s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:46 ",3m 51s
Major,Alert detected for Active connections current of WebLogic JDBC," Aug 01, 2025 10:46 ",5m 7s
Critical, CPU utilization is high for RDS instance blujanalyticsprod of type blujanalyticsprod in ap-southeast-1 region of AWS Cloud bluejay-workflow-prod," Aug 01, 2025 10:45 ",7m 36s
Minor, Run queue length is high on OFSAA_DB_Node_8," Aug 01, 2025 10:45 ",25m 4s
Minor, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 10:43 ",5m 26s
Minor, High percentage of long table scans for DB03 on Oracle Cluster Tanzu_Reporting_UAT_PDB_PT:1660," Aug 01, 2025 10:43 ",50m 18s
Minor, High percentage of long table scans for DB04 on Oracle Cluster Tanzu_Reporting_UAT_PDB_PT:1660," Aug 01, 2025 10:43 ",44m 58s
Minor, High percentage of long table scans for DB03 on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660," Aug 01, 2025 10:43 ",52m 4s
Minor, High percentage of long table scans for DB04 on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660," Aug 01, 2025 10:43 ",47m 38s
Critical, AWS VPN tunnel -:vpn-0345f01d382a67d9a is down in region ap-southeast-1 of AWS Cloud KBZT," Aug 01, 2025 10:43 ",7m 42s
Critical, AWS VPN tunnel -:vpn-012b9c95483df4280 is down in region ap-southeast-1 of AWS Cloud KBZT," Aug 01, 2025 10:43 ",7m 44s
Minor, Load failures rate is high {ABCCHotFixQueryPhonePool\Summary}," Aug 01, 2025 10:42 ",5m 11s
Minor, Disk nvme1n1 on BI_Reporting_Prod is very busy," Aug 01, 2025 10:42 ",1h 32m
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 10:42 ",5m 11s
Major, Many user errors have been detected in Microsoft SQL server CBMNET_FIGW_DB_SERVER_DR:1433's error log," Aug 01, 2025 10:42 ",1h 14m
Minor, Execute to Parse ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 10:42 ",5m 14s
Critical, High disk space usage on /data04 drive of AWS_CBS_Reporting_DB," Aug 01, 2025 10:41 ",3h 8m
Critical, High disk space usage on /data01 drive of AWS_CBS_Reporting_DB," Aug 01, 2025 10:41 ",3h 8m
Critical, High disk space usage on /data03 drive of AWS_CBS_Reporting_DB," Aug 01, 2025 10:41 ",3h 8m
Critical, High disk space usage on /data02 drive of AWS_CBS_Reporting_DB," Aug 01, 2025 10:41 ",3h 8m
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:41 ",3m 31s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:41 ",3m 31s
Minor, High disk space usage on /export/home/orarom drive of BIREPO_DB_Node_1," Aug 01, 2025 10:40 ",9m 2s
Minor, Blocking threads in the JVM of eG Agent 10.13.96.40," Aug 01, 2025 10:40 ",5m 9s
Minor, Maximum elapsed time is high on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660," Aug 01, 2025 10:40 ",25m 29s
Minor, Many blocked connections for user KBZREPS on Oracle Cluster Tanzu_Reporting_UAT_CDB_PT:1660," Aug 01, 2025 10:40 ",15m 53s
Minor, Run queue length is high on dc01dbadm08," Aug 01, 2025 10:39 ",10m 8s
Minor, CPU usage of Oracle job is high on Oracle Database New_CB_DB_DR:1665:kbzprddcpdb," Aug 01, 2025 10:39 ",14m 44s
Minor, Elapsed time of Oracle job is high on Oracle Database New_CB_DB_DR:1665:kbzprddcpdb," Aug 01, 2025 10:39 ",14m 44s
Minor, Many blocked sessions on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:38 ",49m 14s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:38 ",5m 27s
Minor, Many blocked connections for user egurkha on Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 10:38 ",4m 56s
Minor, Many recent ORA-12152 errors in the Alert Log of Oracle Database New_CB_CDB:1665:KBZPRDDC," Aug 01, 2025 10:38 ",10m 18s
Minor, Many recent errors in the Alert Log of Oracle Database New_CB_CDB:1665:KBZPRDDC {Summary}," Aug 01, 2025 10:38 ",10m 18s
Minor, Many recent ORA-02063 errors in the Alert Log of Oracle Database New_CB_CDB:1665:KBZPRDDC," Aug 01, 2025 10:38 ",10m 18s
Minor, CPU usage of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:37 ",1m 25s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:37 ",1m 25s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 10:37 ",4m 46s
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 10:37 ",15m 29s
Minor, One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:37 ",4m 46s
Critical, Oracle Database instance ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY is down," Aug 01, 2025 10:37 ",20m 49s
Minor, Elapsed time of Oracle job is high on Oracle Database New_CB_DB:1665:kbzprddcpdb," Aug 01, 2025 10:36 ",10m 2s
Minor, CPU usage of Oracle job is high on Oracle Database New_CB_DB:1665:kbzprddcpdb," Aug 01, 2025 10:36 ",10m 2s
Major, Actual CPU credit balance is high {ap-southeast-1:-:i-04b74635ad73c1a93}," Aug 01, 2025 10:36 ",16m 16s
Minor, High CPU utilization when waiting for I/O on eG_Backend_DB_DR," Aug 01, 2025 10:36 ",5m 16s
Minor, There are many waiting containers in pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:36 ",2h 12m
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:36 ",3m 5s
Major, Memory utilization is high for pod fluent-bit-4blkm of namespace amazon-cloudwatch on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:36 ",35m 11s
Minor, Memory utilization is high for pod fluent-bit-pgv6z of namespace amazon-cloudwatch on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:36 ",4h 43m
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:36 ",3m 5s
Minor, Memory utilization is high on apisys-prod-zb.kbzbank.com," Aug 01, 2025 10:36 ",24m 27s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#12}," Aug 01, 2025 10:35 ",9m 47s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#4}," Aug 01, 2025 10:35 ",5m 11s
Minor, Load failures rate is high {CBSCustomerService_1528\Summary}," Aug 01, 2025 10:35 ",5m 11s
Minor, Load failures rate is high {CBSAccountingService_1568\Summary}," Aug 01, 2025 10:35 ",9m 47s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#13}," Aug 01, 2025 10:35 ",5m 11s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\Summary}," Aug 01, 2025 10:35 ",5m 11s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#6}," Aug 01, 2025 10:35 ",5m 11s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#5}," Aug 01, 2025 10:35 ",5m 11s
Minor, Load failures rate is high {CBSAccountingService_1568\w3wp#19}," Aug 01, 2025 10:35 ",5m 16s
Major, Many directory service objects were deleted," Aug 01, 2025 10:34 ",4m 56s
Minor, Network waits are taking time on Oracle Database New_CB_CDB:1665:KBZPRDDC," Aug 01, 2025 10:33 ",4m 25s
Minor, Many blocked connections for user KBZREPS on Oracle Cluster Tanzu_Reporting_UAT_PDB_PT:1660," Aug 01, 2025 10:33 ",41m 28s
Major, Active TCP connections are high for load balancer app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6 of AWS Cloud flexcube-corebanking-prd," Aug 01, 2025 10:32 ",5m 14s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 10:32 ",5m
Minor, Average shared lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 10:32 ",15m 53s
Minor, Average exclusive lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 10:32 ",15m 53s
Critical, Many back off pulling images on Kubernetes Cluster flexcube-cbs-mig-tkc," Aug 01, 2025 10:32 ",14m
Minor, There are many waiting containers in pod zipkin-5b44f75dbb-fncm5 of namespace zipkin on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:31 ",14m 47s
Minor, There have been many container termination failures for pod aws-guardduty-agent-ws4b9 of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:31 ",4m 15s
Minor, Many containers of pod zipkin-5b44f75dbb-fncm5 of namespace zipkin are not ready on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:31 ",14m 47s
Minor, Memory utilization is high for pod fluent-bit-4blkm of namespace amazon-cloudwatch on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:31 ",4m 15s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:31 ",2m 31s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:31 ",2m 31s
Minor, Few global groups has been changed," Aug 01, 2025 10:29 ",5m 6s
Minor, Few members has been added to the global group," Aug 01, 2025 10:29 ",5m 10s
Minor, There have been many HTTP Post requests to web site ELoanCBSCL1555 of Microsoft IIS Web apibiz-prod-za.kbzbank.com:80," Aug 01, 2025 10:29 ",45m 44s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:28 ",4m 51s
Minor, Disk nvme5n1 on BI_Reporting_Prod is very busy," Aug 01, 2025 10:28 ",27m 50s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:28 ",1m 5s
Major, Many long running queries for DB08 on Oracle Cluster Ofsaa_DB_Rac:1580," Aug 01, 2025 10:27 ",9m 36s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 10:27 ",5m 11s
Minor, Many blocked connections for user _BACKGROUND on Oracle Database New_CB_DB:1665:kbzprddcpdb," Aug 01, 2025 10:26 ",15m 27s
Minor, Many instances have been removed recently from AWS Cloud KBZ-Project," Aug 01, 2025 10:26 ",15m 37s
Minor, Many maintenance {system-update}," Aug 01, 2025 10:26 ",6m 56s
Critical, Many container images are failed to pull/create/start on Kubernetes Cluster flexcube-cbs-mig-tkc," Aug 01, 2025 10:26 ",5m 12s
Minor, Many maintenance {Summary}," Aug 01, 2025 10:26 ",6m 57s
Minor, There are many waiting containers in pod zipkin-5b44f75dbb-jbk2j of namespace zipkin on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:26 ",14m 52s
Minor, Many containers of pod zipkin-5b44f75dbb-jbk2j of namespace zipkin are not ready on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 10:26 ",14m 52s
Minor, Few global groups has been changed," Aug 01, 2025 10:26 ",10m 6s
Minor, Load failures rate is high {ABCCHotFixQueryPhonePool\Summary}," Aug 01, 2025 10:26 ",10m 11s
Minor, Load failures rate is high {ABCCHotFixQueryPhonePool\w3wp#73}," Aug 01, 2025 10:26 ",10m 14s
Minor, Few members has been added to the global group," Aug 01, 2025 10:26 ",10m 9s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:25 ",2m 25s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:25 ",2m 25s
Major, Other waits are taking time on Oracle Database BIREPOPDB:1665:KBZBIREPOPDB," Aug 01, 2025 10:24 ",36m 51s
Minor, Many blocked processes for user kbz-figw on Microsoft SQL CBMNET_FIGW_DB_SERVER_DC:1433," Aug 01, 2025 10:24 ",4m 34s
Minor, There have been many HTTP Post requests to web site ELoanCBSCL1555 of Microsoft IIS Web apibiz-prod-zb.kbzbank.com:80," Aug 01, 2025 10:23 ",54m 19s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:22 ",1m 5s
Critical, Many missing indexes (based on user impact) in database INCHEQS on Microsoft SQL DC-CTS-DB-PRO:1433," Aug 01, 2025 10:22 ",3h 14m
Major, High disk space usage on /export/home/oracle drive of BIREPO_DB_Node_1," Aug 01, 2025 10:22 ",18m 28s
Minor, One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:22 ",4m 16s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 10:22 ",4m 41s
Critical, Many back off pulling images on Kubernetes Cluster flexcube-cbs-mig-tkc," Aug 01, 2025 10:22 ",4m 33s
Minor, Many maintenance {system-update}," Aug 01, 2025 10:21 ",7m 1s
Minor, Many maintenance {Summary}," Aug 01, 2025 10:21 ",7m 5s
Minor, Many instances have been removed recently from AWS Cloud HRIS_Prod," Aug 01, 2025 10:21 ",2m 40s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:21 ",1m 40s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:21 ",1m 40s
Major, Disk ssd6 on dc01sczapp010207 is very busy," Aug 01, 2025 10:21 ",45m 48s
Minor, High CPU utilization when waiting for I/O on eG_Backend_DB_DR," Aug 01, 2025 10:21 ",5m 11s
Minor, Many instances have been removed recently from AWS Cloud qms-internal-prd," Aug 01, 2025 10:20 ",4m 31s
Minor, Many maintenance {system-update}," Aug 01, 2025 10:19 ",20m 8s
Minor, Many maintenance {Summary}," Aug 01, 2025 10:19 ",20m 13s
Critical, Process corresponding to Oracle Database ONPREM_KBZPRDSTBY_CDB:1580:KBZPRDSTBY is not running {Ora_Reco}," Aug 01, 2025 10:19 ",15m 15s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:19 ",4m 30s
Major, Rate of requests to Microsoft IIS Web server Sys01_Prod_DC_10.11.42.13 is high," Aug 01, 2025 10:19 ",4h 38m
Minor, Many blocked connections for user PROD_ATOMIC on Oracle Cluster Ofsaa_DB_Rac:1580," Aug 01, 2025 10:19 ",5m 31s
Major, Maximum elapsed time is high on Oracle Cluster Tanzu_Reporting_UAT_PDB_PT:1660," Aug 01, 2025 10:18 ",48m 8s
Major,Alert detected for Maximum CPU time of Oracle RAC SQL Workload," Aug 01, 2025 10:18 ",22m 41s
Minor, Maximum query elapsed time is high on Oracle Database BIREPOPDB:1665:KBZBIREPOPDB," Aug 01, 2025 10:18 ",19m 5s
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:18 ",20s
Minor, High CPU utilization when waiting for I/O on gsysdc," Aug 01, 2025 10:17 ",5m 3s
Minor, One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 10:17 ",4m 11s
